Id. ,ESRS,Exigence de publication (DR),Description de l'exigence de publication ,Paragraphe,Related AR,Nom,Question ,Précision des informations qualitatives,Type de données,DP conditionnel ou alternatif
E4-IRO1-17a,E4,IRO-1,"Gestion des incidences, risques et opportunités", 17 a,AR 4-AR 9,Déclaration indiquant si et comment les impacts réels et potentiels sur la biodiversité et les écosystèmes aux emplacements des sites propres et dans la chaîne de valeur ont été identifiés et évalués,"Avez-vous identifié et évalué les impacts réels et potentiels sur la biodiversité et les écosystèmes à vos emplacements de sites propres et dans la chaîne de valeur ? Si oui, comment ?",,narratif,
E4-IRO1-17b,E4,IRO-1,"Gestion des incidences, risques et opportunités", 17 b,AR 8,Déclaration indiquant si et comment les dépendances à l'égard de la biodiversité et des écosystèmes et leurs services ont été identifiées et évaluées aux emplacements des sites propres et dans la chaîne de valeur,"Avez-vous identifié et évalué les dépendances à l'égard de la biodiversité, des écosystèmes et de leurs services à vos emplacements de sites propres et dans la chaîne de valeur ? Si oui, comment ?",,narratif,
E4-IRO1-17c,E4,IRO-1,"Gestion des incidences, risques et opportunités", 17 c,AR 9,Déclaration indiquant si et comment les risques et opportunités de transition et physiques liés à la biodiversité et aux écosystèmes ont été identifiés et évalués,"Avez-vous identifié et évalué les risques et opportunités de transition et physiques liés à la biodiversité et aux écosystèmes ? Si oui, comment ?",,narratif,
E4-IRO1-17d,E4,IRO-1,"Gestion des incidences, risques et opportunités", 17 d,AR 9,Déclaration indiquant si et comment les risques systémiques pour la société ont été pris en compte dans l'évaluation des risques liés à la biodiversité et aux écosystèmes,"Avez-vous pris en compte les risques systémiques pour la société dans l'évaluation des risques liés à la biodiversité et aux écosystèmes ? Si oui, comment ?",,narratif,
E4-IRO1-17e,E4,IRO-1,"Gestion des incidences, risques et opportunités", 17 e,,Déclaration indiquant si et comment des consultations avec les communautés affectées sur les évaluations de durabilité des ressources biologiques partagées et des écosystèmes ont été menées,"Avez-vous mené des consultations avec les communautés affectées sur les évaluations de durabilité des ressources biologiques partagées et des écosystèmes ? Si oui, comment ?",,narratif,
E4-IRO1-17ei,E4,IRO-1,"Gestion des incidences, risques et opportunités", 17 e (i),,"Déclaration indiquant si et comment des sites spécifiques, la production ou l'approvisionnement en matières premières avec des impacts négatifs ou potentiellement négatifs sur les communautés affectées","Des sites spécifiques, la production ou l'approvisionnement en matières premières ont-ils des impacts négatifs ou potentiellement négatifs sur les communautés affectées ? Si oui, comment ?",,narratif,
E4-IRO1-17eii,E4,IRO-1,"Gestion des incidences, risques et opportunités", 17 e (ii),,Déclaration indiquant si et comment les communautés ont été impliquées dans l'évaluation de la matérialité,"Les communautés ont-elles été impliquées dans l'évaluation de la matérialité ? Si oui, comment ?",,narratif,
E4-IRO1-17eiii-1,E4,IRO-1,"Gestion des incidences, risques et opportunités", 17 e (iii),,Déclaration indiquant si et comment les impacts négatifs sur les services écosystémiques prioritaires pertinents pour les communautés affectées peuvent être évités,Comment pouvez-vous éviter les impacts négatifs sur les services écosystémiques prioritaires pertinents pour les communautés affectées ?,,narratif,
E4-IRO1-17eiii-2,E4,IRO-1,"Gestion des incidences, risques et opportunités", 17 e (iii),,Déclaration des plans visant à minimiser les impacts négatifs inévitables et à mettre en œuvre des mesures d'atténuation visant à maintenir la valeur et la fonctionnalité des services prioritaires,Quels sont vos plans pour minimiser les impacts négatifs inévitables et mettre en œuvre des mesures d'atténuation visant à maintenir la valeur et la fonctionnalité des services prioritaires ?,,narratif,
E4-IRO1-18,E4,IRO-1,"Gestion des incidences, risques et opportunités",18,,"Le ou les modèles économiques ont été vérifiés à l'aide de divers scénarios de biodiversité et d'écosystèmes, ou d'autres scénarios avec modélisation des conséquences liées à la biodiversité et aux écosystèmes, avec différents cheminements possibles","Vos modèles économiques ont-ils été vérifiés à l'aide de divers scénarios de biodiversité et d'écosystèmes, ou d'autres scénarios avec modélisation des conséquences liées à la biodiversité et aux écosystèmes, avec différents cheminements possibles ?",,narratif,
E4-IRO1-18a,E4,IRO-1,"Gestion des incidences, risques et opportunités", 18 a,,Déclaration des raisons pour lesquelles les scénarios considérés ont été pris en compte,Quelles sont les raisons pour lesquelles vous avez pris en compte les scénarios considérés ?,,narratif,Conditionnel
E4-IRO1-18b,E4,IRO-1,"Gestion des incidences, risques et opportunités", 18 b,,Déclaration de la manière dont les scénarios considérés sont mis à jour en fonction des conditions évolutives et des tendances émergentes,Comment mettez-vous à jour les scénarios considérés en fonction des conditions évolutives et des tendances émergentes ?,,narratif,Conditionnel
E4-IRO1-18c,E4,IRO-1,"Gestion des incidences, risques et opportunités", 18 c,,Les scénarios sont informés par les attentes des instruments intergouvernementaux faisant autorité et par le consensus scientifique,Les scénarios sont-ils informés par les attentes des instruments intergouvernementaux faisant autorité et par le consensus scientifique ?,,semi-narratif,Conditionnel
E4-IRO1-19a-1,E4,IRO-1,"Gestion des incidences, risques et opportunités", 19a,AR 7d,L'entreprise possède des sites situés dans ou à proximité de zones sensibles pour la biodiversité,Votre entreprise possède-t-elle des sites situés dans ou à proximité de zones sensibles pour la biodiversité ?,,semi-narratif,
E4-IRO1-19a-2,E4,IRO-1,"Gestion des incidences, risques et opportunités", 19a,AR  7d,Les activités liées aux sites situés dans ou à proximité de zones sensibles pour la biodiversité affectent négativement ces zones en entraînant la détérioration des habitats naturels et des habitats des espèces et en perturbant les espèces pour lesquelles la zone protégée a été désignée,Vos activités liées aux sites situés dans ou à proximité de zones sensibles pour la biodiversité affectent-elles négativement ces zones en entraînant la détérioration des habitats naturels et des habitats des espèces et en perturbant les espèces pour lesquelles la zone protégée a été désignée ?,,semi-narratif,
E4-IRO1-19b,E4,IRO-1,"Gestion des incidences, risques et opportunités", 19b,,Il a été conclu qu'il est nécessaire de mettre en œuvre des mesures d'atténuation de la biodiversité,Avez-vous conclu qu'il est nécessaire de mettre en œuvre des mesures d'atténuation de la biodiversité ?,,semi-narratif,
E4-1-13a,E4,E4-1,Plan de transition et prise en considération de la biodiversité et des écosystèmes dans la stratégie et le modèle économique,13 a,AR 2- AR 3,"Déclaration de la résilience du ou des modèles économiques et de la stratégie aux risques et opportunités physiques, de transition et systémiques liés à la biodiversité et aux écosystèmes","Quelle est la résilience de votre ou vos modèles économiques et de votre stratégie aux risques et opportunités physiques, de transition et systémiques liés à la biodiversité et aux écosystèmes ?",,narratif,
E4-1-13b,E4,E4-1,Plan de transition et prise en considération de la biodiversité et des écosystèmes dans la stratégie et le modèle économique,13 b,AR 2- AR 3,Déclaration de l'étendue de l'analyse de résilience le long de ses propres opérations et de la chaîne de valeur en amont et en aval,Quelle est l'étendue de votre analyse de résilience le long de vos propres opérations et de la chaîne de valeur en amont et en aval ?,,narratif,
E4-1-13c,E4,E4-1,Plan de transition et prise en considération de la biodiversité et des écosystèmes dans la stratégie et le modèle économique,13 c,AR 2- AR 3,Déclaration des principales hypothèses formulées (biodiversité et écosystèmes),Quelles sont les principales hypothèses formulées pour votre analyse de résilience (biodiversité et écosystèmes) ?,,narratif,
E4-1-13d,E4,E4-1,Plan de transition et prise en considération de la biodiversité et des écosystèmes dans la stratégie et le modèle économique,13 d,AR 2- AR 3,Déclaration des horizons temporels utilisés pour l'analyse (biodiversité et écosystèmes),Quels sont les horizons temporels utilisés pour votre analyse (biodiversité et écosystèmes) ?,,narratif,
E4-1-13e,E4,E4-1,Plan de transition et prise en considération de la biodiversité et des écosystèmes dans la stratégie et le modèle économique,13 e,AR 2- AR 3,Déclaration des résultats de l'analyse de résilience (biodiversité et écosystèmes),Quels sont les résultats de votre analyse de résilience (biodiversité et écosystèmes) ?,,narratif,
E4-1-13f,E4,E4-1,Plan de transition et prise en considération de la biodiversité et des écosystèmes dans la stratégie et le modèle économique,13 f,AR 2- AR 3,Déclaration de l'implication des parties prenantes (biodiversité et écosystèmes),Comment les parties prenantes ont-elles été impliquées dans votre analyse de résilience (biodiversité et écosystèmes) ?,,narratif,
E4-1-15,E4,E4-1,Plan de transition et prise en considération de la biodiversité et des écosystèmes dans la stratégie et le modèle économique,15,AR 2- AR 3,Déclaration du plan de transition pour améliorer et aligner son modèle économique et sa chaîne de valeur,Quel est votre plan de transition pour améliorer et aligner votre modèle économique et votre chaîne de valeur ?,,narratif,
